artist,name,url,year,image,x
Robert Campin,The Mérode Altarpiece - Joseph as a medieval carpenter,/en/robert-campin/the-m%C3%A9rode-altarpiece-joseph-as-a-medieval-carpenter-1428,1428.0,https://uploads6.wikiart.org/images/robert-campin/the-mérode-altarpiece-joseph-as-a-medieval-carpenter-1428.jpg!Large.jpg,x
Robert Campin,The Mérode Altarpiece - The Annunciation,/en/robert-campin/the-m%C3%A9rode-altarpiece-the-annunciation-1428,1428.0,https://uploads1.wikiart.org/images/robert-campin/the-mérode-altarpiece-the-annunciation-1428.jpg!Large.jpg,x
Robert Campin,The Mérode Altarpiece - The Donors,/en/robert-campin/the-m%C3%A9rode-altarpiece-the-donors-1428,1428.0,https://uploads4.wikiart.org/images/robert-campin/the-mérode-altarpiece-the-donors-1428.jpg!Large.jpg,x
Canaletto,The Grand Canal near San Maria della Carità,/en/canaletto/the-grand-canal-near-san-maria-della-carita-1726,1726.0,https://uploads2.wikiart.org/images/canaletto/the-grand-canal-near-san-maria-della-carità-1726.jpg!Large.jpg,x
Annibale Carracci,Römische Landschaft,/en/annibale-carracci/r%C3%B6mische-landschaft,1600.0,https://uploads8.wikiart.org/images/annibale-carracci/römische-landschaft.jpg!Large.jpg,x
Annibale Carracci,Pietà,/en/annibale-carracci/pieta-1603,1603.0,https://uploads7.wikiart.org/images/annibale-carracci/pietà-1603.jpg,x
Annibale Carracci,Pietà with St Francis and Mary Magdalene,/en/annibale-carracci/pieta-with-st-francis-and-mary-magdalene-1607,1607.0,https://uploads7.wikiart.org/images/annibale-carracci/pietà-with-st-francis-and-mary-magdalene-1607.jpg!Large.jpg,x
Annibale Carracci,Pietà,/en/annibale-carracci/pieta,,https://uploads3.wikiart.org/images/annibale-carracci/pietà.jpg!Large.jpg,x
Mary Cassatt,"Françoise in Green, Sewing",/en/mary-cassatt/fran%C3%A7oise-in-green-sewing-1909,1909.0,https://uploads5.wikiart.org/images/mary-cassatt/françoise-in-green-sewing-1909.jpg!Large.jpg,x
Marc Chagall,Kopeikin and Napoléon,/en/marc-chagall/kopeikin-and-napol%C3%A9on,1923.0,https://uploads5.wikiart.org/images/marc-chagall/kopeikin-and-napoléon.jpg!Large.jpg,x
Marc Chagall,Creation of World (study to vitrage at Musée national Message Biblique Marc Chagall in Nice),/en/marc-chagall/creation-of-world-study-to-vitrage-at-mus%C3%A9e-national-message-biblique-marc-chagall-in-nice-1971,1971.0,https://uploads7.wikiart.org/images/marc-chagall/creation-of-world-study-to-vitrage-at-musée-national-message-biblique-marc-chagall-in-nice-1971.jpg!Large.jpg,x
Marc Chagall,Creation of World (study to vitrage at Musée national Message Biblique Marc Chagall in Nice),/en/marc-chagall/creation-of-world-study-to-vitrage-at-mus%C3%A9e-national-message-biblique-marc-chagall-in-nice-1971-1,1971.0,https://uploads8.wikiart.org/images/marc-chagall/creation-of-world-study-to-vitrage-at-musée-national-message-biblique-marc-chagall-in-nice-1971-1.jpg,x
Marc Chagall,Creation of World (study to vitrage at Musée national Message Biblique Marc Chagall in Nice),/en/marc-chagall/creation-of-world-study-to-vitrage-at-mus%C3%A9e-national-message-biblique-marc-chagall-in-nice-1971-2,1971.0,https://uploads8.wikiart.org/images/marc-chagall/creation-of-world-study-to-vitrage-at-musée-national-message-biblique-marc-chagall-in-nice-1971-2.jpg,x
William Merritt Chase,Mrs. Chase as the Señorita,/en/william-merritt-chase/mrs-chase-as-the-se%C3%B1orita,1886.0,https://uploads0.wikiart.org/images/william-merritt-chase/mrs-chase-as-the-señorita.jpg!Large.jpg,x
Camille Corot,Bridge on the Saône River at Mâcon,/en/camille-corot/bridge-on-the-sa%C3%B4ne-river-at-m%C3%A2con-1835,1835.0,https://uploads6.wikiart.org/images/camille-corot/bridge-on-the-saône-river-at-mâcon-1835.jpg!Large.jpg,x
Camille Corot,"View from Villeneuve Lés Avignon, Saint André Fort",/en/camille-corot/view-from-villeneuve-l%C3%A9s-avignon-saint-andr%C3%A9-fort-1836,1836.0,https://uploads3.wikiart.org/images/camille-corot/view-from-villeneuve-lés-avignon-saint-andré-fort-1836.jpg!Large.jpg,x
Camille Corot,Château de Rosny,/en/camille-corot/ch%C3%A2teau-de-rosny-1840,1840.0,https://uploads6.wikiart.org/images/camille-corot/château-de-rosny-1840.jpg!Large.jpg,x
Camille Corot,Way to Sèvres,/en/camille-corot/way-to-s%C3%A8vres-1865,1865.0,https://uploads3.wikiart.org/images/camille-corot/way-to-sèvres-1865.jpg!Large.jpg,x
Camille Corot,"The Beach, Étretat",/en/camille-corot/the-beach-%C3%A9tretat-1872,1872.0,https://uploads6.wikiart.org/images/camille-corot/the-beach-étretat-1872.jpg,x
Correggio,Group of angels from Corrège,/en/correggio/group-of-angels-from-corr%C3%A8ge,,https://uploads8.wikiart.org/images/correggio/group-of-angels-from-corrège.jpg,x
Edouard Cortes,Boulevard des Сapucines,/en/edouard-cortes/boulevard-des-%D1%81apucines,,https://uploads0.wikiart.org/images/edouard-cortes/boulevard-des-сapucines.jpg!Large.jpg,x
Edouard Cortes,Boulevard des Сapucines,/en/edouard-cortes/boulevard-des-%D1%81apucines-1,,https://uploads2.wikiart.org/images/edouard-cortes/boulevard-des-сapucines-1.jpg!Large.jpg,x
Edouard Cortes,Boulevard des Сapucines,/en/edouard-cortes/boulevard-des-%D1%81apucines-2,,https://uploads2.wikiart.org/images/edouard-cortes/boulevard-des-сapucines-2.jpg!Large.jpg,x
Edouard Cortes,Champs-Élysées,/en/edouard-cortes/champs-%C3%A9lys%C3%A9es,,https://uploads0.wikiart.org/images/edouard-cortes/champs-élysées.jpg!Large.jpg,x
Edouard Cortes,Champs-Élysées,/en/edouard-cortes/champs-%C3%A9lys%C3%A9es-1,,https://uploads2.wikiart.org/images/edouard-cortes/champs-élysées-1.jpg!Large.jpg,x
Edouard Cortes,Champs-Élysées,/en/edouard-cortes/champs-%C3%A9lys%C3%A9es-2,,https://uploads2.wikiart.org/images/edouard-cortes/champs-élysées-2.jpg!Large.jpg,x
Edouard Cortes,Champs-Élysées,/en/edouard-cortes/champs-%C3%A9lys%C3%A9es-3,,https://uploads2.wikiart.org/images/edouard-cortes/champs-élysées-3.jpg!Large.jpg,x
Edouard Cortes,Champs-Élysées,/en/edouard-cortes/champs-%C3%A9lys%C3%A9es-4,,https://uploads2.wikiart.org/images/edouard-cortes/champs-élysées-4.jpg!Large.jpg,x
Edouard Cortes,Champs-Élysées,/en/edouard-cortes/champs-%C3%A9lys%C3%A9es-5,,https://uploads2.wikiart.org/images/edouard-cortes/champs-élysées-5.jpg!Large.jpg,x
Edouard Cortes,Champs-Élysées,/en/edouard-cortes/champs-%C3%A9lys%C3%A9es-7,,https://uploads2.wikiart.org/images/edouard-cortes/champs-élysées-7.jpg!Large.jpg,x
Edouard Cortes,Champs-Élysées,/en/edouard-cortes/champs-%C3%A9lys%C3%A9es-8,,https://uploads2.wikiart.org/images/edouard-cortes/champs-élysées-8.jpg!Large.jpg,x
Edouard Cortes,Opera and the Café de la Paix,/en/edouard-cortes/opera-and-the-caf%C3%A9-de-la-paix,,https://uploads6.wikiart.org/images/edouard-cortes/opera-and-the-café-de-la-paix.jpg!Large.jpg,x
Gustave Courbet,Portrait of Zélie Courbet,/en/gustave-courbet/portrait-of-z%C3%A9lie-courbet-1847,1847.0,https://uploads8.wikiart.org/images/gustave-courbet/portrait-of-zélie-courbet-1847.jpg!Large.jpg,x
Gustave Courbet,The cliffs at Étreat,/en/gustave-courbet/the-cliffs-at-%C3%A9treat-1866,1866.0,https://uploads2.wikiart.org/images/gustave-courbet/the-cliffs-at-étreat-1866.jpg,x
Gustave Courbet,Landscape of Franche Comté,/en/gustave-courbet/landscape-of-franche-comt%C3%A9,,https://uploads4.wikiart.org/images/gustave-courbet/landscape-of-franche-comté.jpg!Large.jpg,x
Gustave Courbet,Portrait of Régis Courbet,/en/gustave-courbet/portrait-of-r%C3%A9gis-courbet,,https://uploads3.wikiart.org/images/gustave-courbet/portrait-of-régis-courbet.jpg!Large.jpg,x
Gustave Courbet,Portrait of Zélie Courbet,/en/gustave-courbet/portrait-of-z%C3%A9lie-courbet,,https://uploads3.wikiart.org/images/gustave-courbet/portrait-of-zélie-courbet.jpg!Large.jpg,x
Lucas Cranach the Elder,Martin Luther as Junker Jörg,/en/lucas-cranach-the-elder/martin-luther-as-junker-j%C3%B6rg-1522,1522.0,https://uploads1.wikiart.org/images/lucas-cranach-the-elder/martin-luther-as-junker-jörg-1522.jpg!Large.jpg,x
Lucas Cranach the Elder,Martin Luther as Junker Jörg,/en/lucas-cranach-the-elder/martin-luther-as-junker-j%C3%B6rg,1522.0,https://uploads5.wikiart.org/images/lucas-cranach-the-elder/martin-luther-as-junker-jörg.jpg!Large.jpg,x
Lucas Cranach the Elder,Portrait of Magdeburg theologians Dr. Johannes Schöner,/en/lucas-cranach-the-elder/portrait-of-magdeburg-theologians-dr-johannes-sch%C3%B6ner-1529,1529.0,https://uploads8.wikiart.org/images/lucas-cranach-the-elder/portrait-of-magdeburg-theologians-dr-johannes-schöner-1529.jpg!Large.jpg,x
Lucas Cranach the Elder,"Georg der Bärtige, Duke of Saxony",/en/lucas-cranach-the-elder/georg-der-b%C3%A4rtige-duke-of-saxony,1536.0,https://uploads0.wikiart.org/images/lucas-cranach-the-elder/georg-der-bärtige-duke-of-saxony.jpg!Large.jpg,x
Lucas Cranach the Elder,"Georg der Bärtige, Duke of Saxony",/en/lucas-cranach-the-elder/georg-der-b%C3%A4rtige-duke-of-saxony-1,1536.0,https://uploads1.wikiart.org/images/lucas-cranach-the-elder/georg-der-bärtige-duke-of-saxony-1.jpg,x
Salvador Dali,View of Cadaqués from Mount Pani,/en/salvador-dali/view-of-cadaqu%C3%A9s-from-mount-pani,1921.0,https://uploads8.wikiart.org/images/salvador-dali/view-of-cadaqués-from-mount-pani.jpg!Large.jpg,x
Salvador Dali,Sick Boy (Self-portrait in Cadaqués),/en/salvador-dali/sick-boy-self-portrait-in-cadaqu%C3%A9s,1923.0,https://uploads4.wikiart.org/images/salvador-dali/sick-boy-self-portrait-in-cadaqués(1).jpg!Large.jpg,x
Salvador Dali,Four Fishermen's Wives of Cadaqués,/en/salvador-dali/four-fishermen-s-wives-of-cadaqu%C3%A9s,1928.0,https://uploads0.wikiart.org/images/salvador-dali/four-fishermen-s-wives-of-cadaqués.jpg,x
Salvador Dali,"The True Painting of the ""Isle of the Dead"" by Arnold Böcklin at the Hour of the Angelus",/en/salvador-dali/the-true-painting-of-the-isle-of-the-dead-by-arnold-b%C3%B6cklin-at-the-hour-of-the-angelus,1932.0,https://uploads8.wikiart.org/images/salvador-dali/the-true-painting-of-the-isle-of-the-dead-by-arnold-böcklin-at-the-hour-of-the-angelus.jpg!Large.jpg,x
Salvador Dali,"Illustration to the 'Songs of Maldoror' Isidore Ducasse, Count Lautréamont",/en/salvador-dali/illustration-to-the-songs-of-maldoror-isidore-ducasse-count-lautr%C3%A9amont-1934,1934.0,https://uploads7.wikiart.org/images/salvador-dali/illustration-to-the-songs-of-maldoror-isidore-ducasse-count-lautréamont-1934.jpg!Large.jpg,x
Salvador Dali,Galatée,/en/salvador-dali/galat%C3%A9e,1954.0,https://uploads1.wikiart.org/images/salvador-dali/galatée.jpg!Large.jpg,x
Salvador Dali,Velázquez Painting the Infanta Margarita with the Lights and Shadows of His Own Glory,/en/salvador-dali/vel%C3%A1zquez-painting-the-infanta-margarita-with-the-lights-and-shadows-of-his-own-glory,1958.0,https://uploads7.wikiart.org/images/salvador-dali/velázquez-painting-the-infanta-margarita-with-the-lights-and-shadows-of-his-own-glory.jpg!Large.jpg,x
Salvador Dali,Battle of Tétouan,/en/salvador-dali/battle-of-t%C3%A9touan,1962.0,https://uploads2.wikiart.org/images/salvador-dali/battle-of-tétouan.jpg!Large.jpg,x
Charles-Francois Daubigny,Kérity view: Fountain,/en/charles-francois-daubigny/k%C3%A9rity-view-fountain-1,,https://uploads1.wikiart.org/images/charles-francois-daubigny/kérity-view-fountain-1.jpg!Large.jpg,x
Honore Daumier,"André-Marie-Jean-Jacques Dupin, Also Called Dupin the Elder (1783-1865), Deputy, Lawyer, Academician",/en/honore-daumier/andre-marie-jean-jacques-dupin-also-called-dupin-the-elder-1783-1865-deputy-lawyer-academician-1832,1832.0,https://uploads8.wikiart.org/images/honore-daumier/andré-marie-jean-jacques-dupin-also-called-dupin-the-elder-1783-1865-deputy-lawyer-academician.jpg!Large.jpg,x
Honore Daumier,"Clément-François-Victor-Gabriel Prunelle (1774-1853), Doctor, Major of Lyon and Deputy",/en/honore-daumier/clement-francois-victor-gabriel-prunelle-1774-1853-doctor-major-of-lyon-and-deputy-1832,1832.0,https://uploads4.wikiart.org/images/honore-daumier/clément-françois-victor-gabriel-prunelle-1774-1853-doctor-major-of-lyon-and-deputy.jpg,x
Honore Daumier,"Clément-François-Victor-Gabriel Prunelle (1774-1853), Doctor, Major of Lyon and Deputy",/en/honore-daumier/clement-francois-victor-gabriel-prunelle-1774-1853-doctor-major-of-lyon-and-deputy-1832-0,1832.0,https://uploads7.wikiart.org/images/honore-daumier/clément-françois-victor-gabriel-prunelle-1774-1853-doctor-major-of-lyon-and-deputy-1.jpg!Large.jpg,x
Honore Daumier,"Count Auguste-Hilarion de Kératry (1769-1859), Deputy, Peer of France",/en/honore-daumier/count-auguste-hilarion-de-keratry-1769-1859-deputy-peer-of-france-1832,1832.0,https://uploads6.wikiart.org/images/honore-daumier/count-auguste-hilarion-de-kératry-1769-1859-deputy-peer-of-france.jpg!Large.jpg,x
Honore Daumier,"Count Horace François Sebastiani, General and Politician",/en/honore-daumier/count-horace-francois-sebastiani-general-and-politician-1832,1832.0,https://uploads5.wikiart.org/images/honore-daumier/count-horace-françois-sebastiani-general-and-politician.jpg!Large.jpg,x
Honore Daumier,"Charles-Léonard Gallois (1774-1851), Publicist and Historian, Republican",/en/honore-daumier/charles-leonard-gallois-1774-1851-publicist-and-historian-republican-1833,1833.0,https://uploads0.wikiart.org/images/honore-daumier/charles-léonard-gallois-1774-1851-publicist-and-historian-republican.jpg!Large.jpg,x
Honore Daumier,"François-Pierre-Guillaume Guizot (1787-1874), Deputy, Minister and Historian",/en/honore-daumier/francois-pierre-guillaume-guizot-1787-1874-deputy-minister-and-historian-1833,1833.0,https://uploads0.wikiart.org/images/honore-daumier/françois-pierre-guillaume-guizot-1787-1874-deputy-minister-and-historian-1833.jpg!Large.jpg,x
Honore Daumier,"Jacques Lefévre (1777-1856), Banker and Deputy",/en/honore-daumier/jacques-lefevre-1777-1856-banker-and-deputy-1833,1833.0,https://uploads1.wikiart.org/images/honore-daumier/jacques-lefévre-1777-1856-banker-and-deputy.jpg,x
Honore Daumier,Remembrances of St. Pelagie. (Souvenir de ste Pélagie),/en/honore-daumier/remembrances-of-st-pelagie-souvenir-de-ste-pelagie-1834,1834.0,https://uploads0.wikiart.org/images/honore-daumier/remembrances-of-st-pelagie-souvenir-de-ste-pélagie.jpg!Large.jpg,x
Honore Daumier,The Conclusion of a Speech à la Demosthene,/en/honore-daumier/the-conclusion-of-a-speech-a-la-demosthene-1848,1848.0,https://uploads0.wikiart.org/images/honore-daumier/the-conclusion-of-a-speech-à-la-demosthene.jpg,x
Honore Daumier,Garnier Pagès,/en/honore-daumier/garnier-pages-1849,1849.0,https://uploads7.wikiart.org/images/honore-daumier/garnier-pagès.jpg,x
Honore Daumier,Léon Faucher,/en/honore-daumier/leon-faucher-1849,1849.0,https://uploads6.wikiart.org/images/honore-daumier/léon-faucher.jpg,x
Honore Daumier,The Intoxication of Silène,/en/honore-daumier/the-intoxication-of-silene-1850,1850.0,https://uploads8.wikiart.org/images/honore-daumier/the-intoxication-of-silène-1850.jpg!Large.jpg,x
Honore Daumier,Véron,/en/honore-daumier/veron-1852,1852.0,https://uploads8.wikiart.org/images/honore-daumier/véron.jpg,x
Honore Daumier,Comedy scene (scene from Molière),/en/honore-daumier/comedy-scene-scene-from-moliere,,https://uploads8.wikiart.org/images/honore-daumier/comedy-scene-scene-from-molière.jpg!Large.jpg,x
Honore Daumier,Léon Faucher,/en/honore-daumier/leon-faucher,,https://uploads8.wikiart.org/images/honore-daumier/léon-faucher-1.jpg,x
Honore Daumier,Mathieu de la Drôme (Sketch Winter),/en/honore-daumier/mathieu-de-la-drome-sketch-winter,,https://uploads0.wikiart.org/images/honore-daumier/mathieu-de-la-drôme-sketch-winter.jpg,x
Jacques-Louis David,"Portrait of Anne Marie Louise Thélusson, Countess of Sorcy",/en/jacques-louis-david/portrait-of-anne-marie-louise-th%C3%A9lusson-countess-of-sorcy-1790,1790.0,https://uploads8.wikiart.org/images/jacques-louis-david/portrait-of-anne-marie-louise-thélusson-countess-of-sorcy-1790.jpg!Large.jpg,x
Jacques-Louis David,Portrait of Jeanbon Saint André,/en/jacques-louis-david/portrait-of-jeanbon-saint-andr%C3%A9-1795,1795.0,https://uploads0.wikiart.org/images/jacques-louis-david/portrait-of-jeanbon-saint-andré-1795.jpg!Large.jpg,x
Jacques-Louis David,The Arrival at the Hôtel de Ville,/en/jacques-louis-david/the-arrival-at-the-h%C3%B4tel-de-ville,,https://uploads6.wikiart.org/images/jacques-louis-david/the-arrival-at-the-hôtel-de-ville.jpg!Large.jpg,x
Edgar Degas,Edmond and Thérèse Morbilli,/en/edgar-degas/edmond-and-th%C3%A9r%C3%A8se-morbilli-1867,1867.0,https://uploads6.wikiart.org/images/edgar-degas/edmond-and-thérèse-morbilli-1867.jpg!Large.jpg,x
Edgar Degas,At the Café,/en/edgar-degas/at-the-caf%C3%A9,1877.0,https://uploads3.wikiart.org/images/edgar-degas/at-the-café.jpg!Large.jpg,x
